property_id,user_id,rent_approval_date,block,street_name,building,postal,town,flat_type,monthly_rent,latitude,longtitude,number_of_bedrooms,floorsize,price_per_square_metre,year_built,floor_level,furnishing,lease_term,negotiable_pricing,is_visible,is_approved,property_name,property_description,created_at,gender,approval_document_url
2081,1,2021-03-24 01:10:10,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,1600,1.397359333,103.9101188,3,116.6457497,13.71674497,2000-08-15,3,not furnished,1 year,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $1600/month",Interested individuals can contact me!,2021-03-23 21:10:10,female,approval_letter.pdf
2082,1,2021-04-19 11:16:37,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,1750,1.397359333,103.9101188,3,123.1839353,14.2063979,2000-07-02,14,not furnished,3 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $1750/month",Interested individuals can contact me!,2021-04-19 07:16:37,mixed,approval_letter.pdf
2083,1,2021-04-05 03:55:36,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,1500,1.397359333,103.9101188,3,122.6786251,12.22706888,2000-10-27,13,partially furnished,short term,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $1500/month",Interested individuals can contact me!,2021-04-04 23:55:36,male,approval_letter.pdf
2084,1,2021-06-27 06:21:17,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2300,1.397359333,103.9101188,3,115.2967043,19.94853203,2000-05-05,4,fully furnished,2 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2300/month",Interested individuals can contact me!,2021-06-27 02:21:17,female,approval_letter.pdf
2085,1,2021-08-02 15:01:05,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2000,1.397359333,103.9101188,3,116.0252744,17.23762353,2000-10-03,6,partially furnished,flexible,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2000/month",Interested individuals can contact me!,2021-08-02 11:01:05,male,approval_letter.pdf
2086,1,2021-08-22 23:05:51,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,1800,1.397359333,103.9101188,3,120.9806264,14.87841528,2000-01-14,15,partially furnished,flexible,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $1800/month",Interested individuals can contact me!,2021-08-22 19:05:51,male,approval_letter.pdf
2087,1,2021-10-12 03:06:42,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2600,1.397359333,103.9101188,3,121.1667026,21.45804041,2000-10-10,14,fully furnished,1 year,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2600/month",Interested individuals can contact me!,2021-10-11 23:06:42,female,approval_letter.pdf
2088,1,2021-12-08 03:30:05,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2400,1.397359333,103.9101188,3,122.6928151,19.56104764,2000-10-24,9,fully furnished,3 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2400/month",Interested individuals can contact me!,2021-12-07 23:30:05,female,approval_letter.pdf
2089,1,2022-01-26 06:13:47,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,4-ROOM,2000,1.397359333,103.9101188,3,96.6789993,20.68701594,2000-03-23,6,not furnished,1 year,yes,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $2000/month",Interested individuals can contact me!,2022-01-26 02:13:47,male,approval_letter.pdf
2090,1,2022-02-20 08:44:07,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2700,1.397359333,103.9101188,3,120.1438015,22.4730695,2000-12-03,3,not furnished,short term,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2700/month",Interested individuals can contact me!,2022-02-20 04:44:07,mixed,approval_letter.pdf
2091,1,2022-03-23 03:51:47,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2950,1.397359333,103.9101188,3,120.3609126,24.50961809,2000-08-27,9,not furnished,2 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2950/month",Interested individuals can contact me!,2022-03-22 23:51:47,male,approval_letter.pdf
2092,1,2022-03-10 08:15:54,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2200,1.397359333,103.9101188,3,119.8596197,18.35480544,2000-07-25,11,not furnished,3 years,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2200/month",Interested individuals can contact me!,2022-03-10 04:15:54,mixed,approval_letter.pdf
2093,1,2022-04-02 14:10:27,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,1700,1.397359333,103.9101188,3,122.138131,13.91866722,2000-09-24,12,fully furnished,flexible,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $1700/month",Interested individuals can contact me!,2022-04-02 10:10:27,female,approval_letter.pdf
2094,1,2022-04-21 20:31:00,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2100,1.397359333,103.9101188,3,123.0810089,17.06193359,2000-03-15,15,partially furnished,short term,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2100/month",Interested individuals can contact me!,2022-04-21 16:31:00,male,approval_letter.pdf
2095,1,2022-05-09 21:30:33,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2350,1.397359333,103.9101188,3,123.2777861,19.06263954,2000-05-08,5,not furnished,1 year,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2350/month",Interested individuals can contact me!,2022-05-09 17:30:33,female,approval_letter.pdf
2096,1,2022-06-04 05:58:45,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2000,1.397359333,103.9101188,3,125.1971394,15.97480589,2000-02-11,9,fully furnished,2 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2000/month",Interested individuals can contact me!,2022-06-04 01:58:45,mixed,approval_letter.pdf
2097,1,2022-06-26 21:32:20,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2500,1.397359333,103.9101188,3,119.3627095,20.94456476,2000-01-25,7,not furnished,short term,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2500/month",Interested individuals can contact me!,2022-06-26 17:32:20,mixed,approval_letter.pdf
2098,1,2022-08-20 18:10:20,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2600,1.397359333,103.9101188,3,119.1317033,21.82458513,2000-12-12,7,not furnished,1 year,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2600/month",Interested individuals can contact me!,2022-08-20 14:10:20,female,approval_letter.pdf
2099,1,2022-11-28 08:16:51,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2300,1.397359333,103.9101188,3,120.3984415,19.10323732,2000-02-03,6,partially furnished,3 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2300/month",Interested individuals can contact me!,2022-11-28 04:16:51,male,approval_letter.pdf
2100,1,2022-11-28 08:03:28,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,3000,1.397359333,103.9101188,3,122.7981324,24.43033898,2000-01-14,14,partially furnished,short term,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3000/month",Interested individuals can contact me!,2022-11-28 04:03:28,mixed,approval_letter.pdf
2101,1,2023-02-05 23:22:13,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2200,1.397359333,103.9101188,3,115.8412738,18.99150387,2000-12-10,8,fully furnished,1 year,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2200/month",Interested individuals can contact me!,2023-02-05 19:22:13,male,approval_letter.pdf
2102,1,2023-03-25 12:58:03,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,3050,1.397359333,103.9101188,3,119.84948,25.44858768,2000-12-11,10,not furnished,3 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3050/month",Interested individuals can contact me!,2023-03-25 08:58:03,male,approval_letter.pdf
2103,1,2023-05-19 15:28:10,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2600,1.397359333,103.9101188,3,120.6833241,21.54398729,2000-09-07,10,not furnished,2 years,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2600/month",Interested individuals can contact me!,2023-05-19 11:28:10,female,approval_letter.pdf
2104,1,2023-05-25 01:45:54,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2900,1.397359333,103.9101188,3,121.6245104,23.84387809,2000-06-20,6,fully furnished,1 year,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2900/month",Interested individuals can contact me!,2023-05-24 21:45:54,mixed,approval_letter.pdf
2105,1,2023-07-17 06:30:44,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2750,1.397359333,103.9101188,3,120.5891563,22.80470387,2000-01-12,15,fully furnished,flexible,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2750/month",Interested individuals can contact me!,2023-07-17 02:30:44,female,approval_letter.pdf
2106,1,2023-07-09 09:48:32,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,3200,1.397359333,103.9101188,3,123.2873368,25.95562596,2000-11-27,10,partially furnished,flexible,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3200/month",Interested individuals can contact me!,2023-07-09 05:48:32,female,approval_letter.pdf
2107,1,2023-08-19 03:08:43,174D,EDGEDALE PLAINS,HDB-PUNGGOL,824174,PUNGGOL,5-ROOM,2300,1.397359333,103.9101188,3,113.8112285,20.20890233,2000-09-25,6,partially furnished,short term,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2300/month",Interested individuals can contact me!,2023-08-18 23:08:43,mixed,approval_letter.pdf
2108,1,2021-01-04 11:12:09,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,2000,1.392831554,103.9106201,3,119.6554932,16.7146526,1992-04-02,4,not furnished,flexible,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2000/month",Interested individuals can contact me!,2021-01-04 07:12:09,mixed,approval_letter.pdf
2109,1,2021-02-19 12:05:42,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,2100,1.392831554,103.9106201,3,122.2080144,17.18381572,1992-02-20,2,not furnished,3 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2100/month",Interested individuals can contact me!,2021-02-19 08:05:42,mixed,approval_letter.pdf
2110,1,2021-03-12 00:52:42,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,1900,1.392831554,103.9106201,3,122.9502711,15.45340228,1992-05-11,8,partially furnished,3 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $1900/month",Interested individuals can contact me!,2021-03-11 20:52:42,female,approval_letter.pdf
2111,1,2021-04-15 08:46:22,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,4-ROOM,1900,1.392831554,103.9106201,3,96.02196066,19.78714022,1992-05-18,9,partially furnished,3 years,yes,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $1900/month",Interested individuals can contact me!,2021-04-15 04:46:22,mixed,approval_letter.pdf
2112,1,2021-04-25 09:21:13,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,2000,1.392831554,103.9106201,3,121.9914122,16.39459667,1992-07-16,6,not furnished,1 year,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2000/month",Interested individuals can contact me!,2021-04-25 05:21:13,male,approval_letter.pdf
2113,1,2021-05-28 06:59:38,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,4-ROOM,1650,1.392831554,103.9106201,3,96.03957001,17.18041844,1992-04-18,13,fully furnished,short term,no,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $1650/month",Interested individuals can contact me!,2021-05-28 02:59:38,mixed,approval_letter.pdf
2114,1,2021-08-07 05:43:50,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,1800,1.392831554,103.9106201,3,116.5135759,15.4488435,1992-09-24,13,partially furnished,flexible,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $1800/month",Interested individuals can contact me!,2021-08-07 01:43:50,male,approval_letter.pdf
2115,1,2021-09-28 11:25:52,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,2000,1.392831554,103.9106201,3,122.3119178,16.35163634,1992-08-23,2,fully furnished,flexible,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2000/month",Interested individuals can contact me!,2021-09-28 07:25:52,female,approval_letter.pdf
2116,1,2021-09-15 21:03:39,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,4-ROOM,1900,1.392831554,103.9106201,3,99.29951528,19.13403096,1992-08-04,10,not furnished,flexible,no,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $1900/month",Interested individuals can contact me!,2021-09-15 17:03:39,male,approval_letter.pdf
2117,1,2021-11-24 07:54:24,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,4-ROOM,2400,1.392831554,103.9106201,3,97.39304185,24.64241751,1992-05-17,13,partially furnished,2 years,no,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $2400/month",Interested individuals can contact me!,2021-11-24 03:54:24,mixed,approval_letter.pdf
2118,1,2022-04-07 08:55:26,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,2300,1.392831554,103.9106201,3,124.2657202,18.50872466,1992-09-04,14,partially furnished,short term,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2300/month",Interested individuals can contact me!,2022-04-07 04:55:26,male,approval_letter.pdf
2119,1,2022-05-09 14:16:05,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,3100,1.392831554,103.9106201,3,116.1888079,26.68071097,1992-02-19,7,partially furnished,2 years,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3100/month",Interested individuals can contact me!,2022-05-09 10:16:05,mixed,approval_letter.pdf
2120,1,2022-07-22 00:29:23,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,1700,1.392831554,103.9106201,3,120.0268184,14.16350131,1992-02-26,11,fully furnished,3 years,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $1700/month",Interested individuals can contact me!,2022-07-21 20:29:23,mixed,approval_letter.pdf
2121,1,2022-09-28 08:11:53,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,3000,1.392831554,103.9106201,3,121.1096277,24.77094561,1992-05-07,8,fully furnished,2 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3000/month",Interested individuals can contact me!,2022-09-28 04:11:53,female,approval_letter.pdf
2122,1,2022-09-18 02:34:34,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,4-ROOM,2100,1.392831554,103.9106201,3,101.8110951,20.62643563,1992-03-08,9,partially furnished,3 years,yes,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $2100/month",Interested individuals can contact me!,2022-09-17 22:34:34,mixed,approval_letter.pdf
2123,1,2022-09-23 07:22:34,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,3400,1.392831554,103.9106201,3,118.6922726,28.64550426,1992-02-22,13,not furnished,short term,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3400/month",Interested individuals can contact me!,2022-09-23 03:22:34,female,approval_letter.pdf
2124,1,2022-10-16 20:15:07,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,4-ROOM,1900,1.392831554,103.9106201,3,100.5259372,18.90059474,1992-07-19,6,partially furnished,flexible,no,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $1900/month",Interested individuals can contact me!,2022-10-16 16:15:07,mixed,approval_letter.pdf
2125,1,2022-10-18 11:15:08,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,4-ROOM,2500,1.392831554,103.9106201,3,104.3117309,23.96662368,1992-02-28,6,not furnished,flexible,yes,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $2500/month",Interested individuals can contact me!,2022-10-18 07:15:08,mixed,approval_letter.pdf
2126,1,2023-02-15 05:26:58,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,3500,1.392831554,103.9106201,3,118.2144755,29.60720323,1992-01-09,15,partially furnished,flexible,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3500/month",Interested individuals can contact me!,2023-02-15 01:26:58,female,approval_letter.pdf
2127,1,2023-03-05 20:39:28,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,3600,1.392831554,103.9106201,3,119.6918741,30.07722977,1992-05-12,5,fully furnished,1 year,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3600/month",Interested individuals can contact me!,2023-03-05 16:39:28,male,approval_letter.pdf
2128,1,2023-03-13 12:14:35,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,3100,1.392831554,103.9106201,3,124.0504658,24.98982959,1992-07-27,7,not furnished,short term,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3100/month",Interested individuals can contact me!,2023-03-13 08:14:35,female,approval_letter.pdf
2129,1,2023-03-08 18:03:09,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,2200,1.392831554,103.9106201,3,116.2191363,18.92975693,1992-12-28,9,partially furnished,short term,yes,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2200/month",Interested individuals can contact me!,2023-03-08 14:03:09,female,approval_letter.pdf
2130,1,2023-04-08 01:57:56,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,4-ROOM,2300,1.392831554,103.9106201,3,101.9483427,22.5604452,1992-07-07,15,fully furnished,2 years,yes,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $2300/month",Interested individuals can contact me!,2023-04-07 21:57:56,male,approval_letter.pdf
2131,1,2023-06-23 07:43:59,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,4-ROOM,2600,1.392831554,103.9106201,3,101.1398731,25.70697313,1992-07-06,14,fully furnished,2 years,yes,1,1,"4-ROOM @ HDB-PUNGGOL, ONLY $2600/month",Interested individuals can contact me!,2023-06-23 03:43:59,male,approval_letter.pdf
2132,1,2023-08-15 13:56:29,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,3500,1.392831554,103.9106201,3,119.9467062,29.17962577,1992-05-13,3,not furnished,2 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $3500/month",Interested individuals can contact me!,2023-08-15 09:56:29,female,approval_letter.pdf
2133,1,2023-08-17 09:50:31,133,EDGEDALE PLAINS,HDB-PUNGGOL,820133,PUNGGOL,5-ROOM,2300,1.392831554,103.9106201,3,118.9264491,19.33968447,1992-02-12,12,fully furnished,2 years,no,1,1,"5-ROOM @ HDB-PUNGGOL, ONLY $2300/month",Interested individuals can contact me!,2023-08-17 05:50:31,mixed,approval_letter.pdf
2134,1,2021-01-11 03:56:18,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,5-ROOM,2100,1.398810031,103.9098456,3,115.8753139,18.12292825,1983-12-18,10,fully furnished,1 year,yes,1,1,"5-ROOM @ NIL, ONLY $2100/month",Interested individuals can contact me!,2021-01-10 23:56:18,mixed,approval_letter.pdf
2135,1,2021-02-18 11:38:16,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,EXECUTIVE,1800,1.398810031,103.9098456,3,142.4789203,12.63344778,1983-05-21,14,not furnished,flexible,yes,1,1,"EXECUTIVE @ NIL, ONLY $1800/month",Interested individuals can contact me!,2021-02-18 07:38:16,female,approval_letter.pdf
2136,1,2021-03-13 14:54:25,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,EXECUTIVE,2800,1.398810031,103.9098456,3,143.6723813,19.48878396,1983-06-18,12,partially furnished,2 years,no,1,1,"EXECUTIVE @ NIL, ONLY $2800/month",Interested individuals can contact me!,2021-03-13 10:54:25,mixed,approval_letter.pdf
2137,1,2021-06-20 05:33:49,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,EXECUTIVE,2200,1.398810031,103.9098456,3,150.3994573,14.62771235,1983-11-14,12,not furnished,2 years,no,1,1,"EXECUTIVE @ NIL, ONLY $2200/month",Interested individuals can contact me!,2021-06-20 01:33:49,mixed,approval_letter.pdf
2138,1,2021-06-21 22:08:44,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,EXECUTIVE,1800,1.398810031,103.9098456,3,145.4787035,12.37294502,1983-07-08,14,not furnished,3 years,no,1,1,"EXECUTIVE @ NIL, ONLY $1800/month",Interested individuals can contact me!,2021-06-21 18:08:44,male,approval_letter.pdf
2139,1,2021-07-08 04:45:39,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,5-ROOM,2200,1.398810031,103.9098456,3,119.3071067,18.43980683,1983-08-06,9,not furnished,3 years,yes,1,1,"5-ROOM @ NIL, ONLY $2200/month",Interested individuals can contact me!,2021-07-08 00:45:39,female,approval_letter.pdf
2140,1,2021-07-27 18:39:30,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,5-ROOM,1950,1.398810031,103.9098456,3,119.5947337,16.30506578,1983-09-10,5,fully furnished,short term,yes,1,1,"5-ROOM @ NIL, ONLY $1950/month",Interested individuals can contact me!,2021-07-27 14:39:30,male,approval_letter.pdf
2141,1,2021-09-26 21:02:48,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,EXECUTIVE,2350,1.398810031,103.9098456,3,149.9943659,15.66725513,1983-04-04,12,fully furnished,1 year,yes,1,1,"EXECUTIVE @ NIL, ONLY $2350/month",Interested individuals can contact me!,2021-09-26 17:02:48,mixed,approval_letter.pdf
2142,1,2021-10-10 08:42:08,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,5-ROOM,1900,1.398810031,103.9098456,3,120.5151888,15.76564762,1983-02-24,6,fully furnished,flexible,no,1,1,"5-ROOM @ NIL, ONLY $1900/month",Interested individuals can contact me!,2021-10-10 04:42:08,mixed,approval_letter.pdf
2143,1,2022-02-22 06:01:55,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,5-ROOM,2200,1.398810031,103.9098456,3,122.5255757,17.95543491,1983-05-28,7,not furnished,short term,no,1,1,"5-ROOM @ NIL, ONLY $2200/month",Interested individuals can contact me!,2022-02-22 02:01:55,mixed,approval_letter.pdf
2144,1,2022-04-21 05:10:31,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,EXECUTIVE,3500,1.398810031,103.9098456,3,154.352902,22.67531064,1983-01-13,12,not furnished,3 years,yes,1,1,"EXECUTIVE @ NIL, ONLY $3500/month",Interested individuals can contact me!,2022-04-21 01:10:31,male,approval_letter.pdf
2145,1,2022-07-22 05:17:45,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,5-ROOM,2650,1.398810031,103.9098456,3,120.1810631,22.0500629,1983-06-27,9,fully furnished,3 years,no,1,1,"5-ROOM @ NIL, ONLY $2650/month",Interested individuals can contact me!,2022-07-22 01:17:45,male,approval_letter.pdf
2146,1,2022-11-19 12:09:31,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,EXECUTIVE,3250,1.398810031,103.9098456,3,144.0469097,22.56209458,1983-05-03,14,fully furnished,3 years,no,1,1,"EXECUTIVE @ NIL, ONLY $3250/month",Interested individuals can contact me!,2022-11-19 08:09:31,male,approval_letter.pdf
2147,1,2022-11-25 08:53:14,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,EXECUTIVE,2700,1.398810031,103.9098456,3,151.4859689,17.82343288,1983-12-01,12,fully furnished,1 year,yes,1,1,"EXECUTIVE @ NIL, ONLY $2700/month",Interested individuals can contact me!,2022-11-25 04:53:14,female,approval_letter.pdf
2148,1,2023-01-20 16:44:12,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,5-ROOM,3400,1.398810031,103.9098456,3,119.9665391,28.34123604,1983-02-20,13,partially furnished,short term,yes,1,1,"5-ROOM @ NIL, ONLY $3400/month",Interested individuals can contact me!,2023-01-20 12:44:12,male,approval_letter.pdf
2149,1,2023-07-21 19:58:06,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,5-ROOM,3050,1.398810031,103.9098456,3,122.2268601,24.95359856,1983-09-25,7,not furnished,2 years,no,1,1,"5-ROOM @ NIL, ONLY $3050/month",Interested individuals can contact me!,2023-07-21 15:58:06,male,approval_letter.pdf
2150,1,2023-07-14 13:46:04,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,EXECUTIVE,4400,1.398810031,103.9098456,3,152.2750714,28.89507756,1983-06-05,13,not furnished,3 years,no,1,1,"EXECUTIVE @ NIL, ONLY $4400/month",Interested individuals can contact me!,2023-07-14 09:46:04,mixed,approval_letter.pdf
2151,1,2023-07-15 22:34:51,183,EDGEFIELD PLAINS,NIL,820183,PUNGGOL,EXECUTIVE,3500,1.398810031,103.9098456,3,146.2591294,23.93013014,1983-11-28,14,not furnished,2 years,yes,1,1,"EXECUTIVE @ NIL, ONLY $3500/month",Interested individuals can contact me!,2023-07-15 18:34:51,male,approval_letter.pdf
2152,1,2021-01-06 00:59:24,345,CHOA CHU KANG LOOP,HDB-CHOA CHU KANG,680345,CHOA CHU KANG,5-ROOM,2100,1.382808783,103.7447902,3,121.7713285,17.24543885,2000-05-22,2,partially furnished,2 years,no,1,1,"5-ROOM @ HDB-CHOA CHU KANG, ONLY $2100/month",Interested individuals can contact me!,2021-01-05 20:59:24,female,approval_letter.pdf
2153,1,2021-03-18 02:41:26,345,CHOA CHU KANG LOOP,HDB-CHOA CHU KANG,680345,CHOA CHU KANG,5-ROOM,2000,1.382808783,103.7447902,3,118.6358608,16.85830901,2000-03-11,7,fully furnished,2 years,yes,1,1,"5-ROOM @ HDB-CHOA CHU KANG, ONLY $2000/month",Interested individuals can contact me!,2021-03-17 22:41:26,female,approval_letter.pdf
2154,1,2021-05-21 02:28:31,345,CHOA CHU KANG LOOP,HDB-CHOA CHU KANG,680345,CHOA CHU KANG,5-ROOM,2200,1.382808783,103.7447902,3,123.5300001,17.80943899,2000-01-21,5,not furnished,1 year,no,1,1,"5-ROOM @ HDB-CHOA CHU KANG, ONLY $2200/month",Interested individuals can contact me!,2021-05-20 22:28:31,female,approval_letter.pdf
2155,1,2021-07-22 23:44:03,345,CHOA CHU KANG LOOP,HDB-CHOA CHU KANG,680345,CHOA CHU KANG,5-ROOM,2100,1.382808783,103.7447902,3,117.6671899,17.84694613,2000-01-27,5,partially furnished,flexible,yes,1,1,"5-ROOM @ HDB-CHOA CHU KANG, ONLY $2100/month",Interested individuals can contact me!,2021-07-22 19:44:03,mixed,approval_letter.pdf
