,property_id,rent_approval_date,town,block,street_name,flat_type,monthly_rent,postal,latitude,longitude,building,number_of_bedrooms,floorsize,price_per_square_metre,year_built,floor_level,furnishing,lease_term,negotiable_pricing
2630,2631,2021-06-09,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,2400,542325,1.392908,103.890675,ANCHORVALE GROVE,3,117.24861,20.469326,1976,15,fully furnished,1 year,no
2631,2632,2021-07-08,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,1750,542325,1.392908,103.890675,ANCHORVALE GROVE,3,119.757513,14.612862,1976,15,not furnished,2 years,no
2632,2633,2021-11-16,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,2000,542325,1.392908,103.890675,ANCHORVALE GROVE,3,128.49537,15.564763,1976,10,partially furnished,1 year,no
2633,2634,2022-03-09,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,2100,542325,1.392908,103.890675,ANCHORVALE GROVE,3,123.539875,16.99856,1976,11,not furnished,2 years,no
2634,2635,2022-03-07,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,2100,542325,1.392908,103.890675,ANCHORVALE GROVE,3,124.884045,16.815599,1976,4,fully furnished,2 years,yes
2635,2636,2022-05-26,SENGKANG,325B,SENGKANG EAST WAY,4-ROOM,1500,542325,1.392908,103.890675,ANCHORVALE GROVE,3,97.410329,15.398778,1976,6,partially furnished,short term,no
2636,2637,2022-07-25,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,3300,542325,1.392908,103.890675,ANCHORVALE GROVE,3,116.039522,28.438587,1976,11,partially furnished,flexible,no
2637,2638,2022-07-04,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,1750,542325,1.392908,103.890675,ANCHORVALE GROVE,3,116.787462,14.984485,1976,9,fully furnished,short term,yes
2638,2639,2022-10-14,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,3800,542325,1.392908,103.890675,ANCHORVALE GROVE,3,115.370621,32.937328,1976,13,partially furnished,flexible,no
2639,2640,2022-10-20,SENGKANG,325B,SENGKANG EAST WAY,4-ROOM,2100,542325,1.392908,103.890675,ANCHORVALE GROVE,3,98.09883,21.406983,1976,3,partially furnished,2 years,yes
2640,2641,2023-01-13,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,3500,542325,1.392908,103.890675,ANCHORVALE GROVE,3,123.150212,28.420576,1976,2,fully furnished,short term,yes
2641,2642,2023-02-24,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,3600,542325,1.392908,103.890675,ANCHORVALE GROVE,3,120.701073,29.82575,1976,15,fully furnished,2 years,no
2642,2643,2023-02-03,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,3300,542325,1.392908,103.890675,ANCHORVALE GROVE,3,124.201612,26.569703,1976,7,partially furnished,flexible,yes
2643,2644,2023-04-14,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,3900,542325,1.392908,103.890675,ANCHORVALE GROVE,3,129.015971,30.228816,1976,8,partially furnished,flexible,yes
2644,2645,2023-05-16,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,3000,542325,1.392908,103.890675,ANCHORVALE GROVE,3,119.186036,25.170734,1976,13,partially furnished,flexible,yes
2645,2646,2023-06-20,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,3400,542325,1.392908,103.890675,ANCHORVALE GROVE,3,117.640734,28.901554,1976,13,partially furnished,short term,yes
2646,2647,2023-07-09,SENGKANG,325B,SENGKANG EAST WAY,5-ROOM,3300,542325,1.392908,103.890675,ANCHORVALE GROVE,3,119.488652,27.617686,1976,8,not furnished,short term,yes
2647,2648,2021-01-19,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,1950,823172,1.395445,103.912465,NIL,3,119.516682,16.315714,1986,5,partially furnished,1 year,no
2648,2649,2021-02-26,PUNGGOL,172C,EDGEDALE PLAINS,4-ROOM,1800,823172,1.395445,103.912465,NIL,3,99.942087,18.01043,1986,8,not furnished,short term,no
2649,2650,2021-03-07,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,2100,823172,1.395445,103.912465,NIL,3,122.041357,17.207282,1986,2,partially furnished,1 year,no
2650,2651,2021-06-23,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,2400,823172,1.395445,103.912465,NIL,3,118.443437,20.262837,1986,5,fully furnished,3 years,yes
2651,2652,2021-12-27,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,2500,823172,1.395445,103.912465,NIL,3,119.466758,20.926323,1986,11,not furnished,flexible,no
2652,2653,2022-01-08,PUNGGOL,172C,EDGEDALE PLAINS,4-ROOM,2000,823172,1.395445,103.912465,NIL,3,100.152551,19.969536,1986,15,partially furnished,flexible,yes
2653,2654,2022-02-18,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,2100,823172,1.395445,103.912465,NIL,3,119.944507,17.508096,1986,4,partially furnished,3 years,yes
2654,2655,2022-05-22,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,3200,823172,1.395445,103.912465,NIL,3,117.996453,27.119459,1986,7,partially furnished,short term,no
2655,2656,2022-05-04,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,2100,823172,1.395445,103.912465,NIL,3,121.171656,17.330786,1986,8,not furnished,2 years,yes
2656,2657,2022-09-12,PUNGGOL,172C,EDGEDALE PLAINS,4-ROOM,2700,823172,1.395445,103.912465,NIL,3,98.776302,27.334492,1986,7,not furnished,1 year,yes
2657,2658,2022-12-04,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,3100,823172,1.395445,103.912465,NIL,3,125.281991,24.744179,1986,5,not furnished,1 year,no
2658,2659,2022-12-26,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,1950,823172,1.395445,103.912465,NIL,3,117.896357,16.539951,1986,2,partially furnished,flexible,yes
2659,2660,2023-03-25,PUNGGOL,172C,EDGEDALE PLAINS,4-ROOM,3000,823172,1.395445,103.912465,NIL,3,97.412231,30.796954,1986,10,fully furnished,2 years,yes
2660,2661,2023-06-03,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,3200,823172,1.395445,103.912465,NIL,3,122.577076,26.106023,1986,15,fully furnished,1 year,yes
2661,2662,2023-07-02,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,4000,823172,1.395445,103.912465,NIL,3,114.03725,35.076258,1986,7,fully furnished,1 year,yes
2662,2663,2023-07-23,PUNGGOL,172C,EDGEDALE PLAINS,5-ROOM,3000,823172,1.395445,103.912465,NIL,3,116.918725,25.65885,1986,9,partially furnished,short term,no
2663,2664,2021-01-14,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,2050,823103,1.397267,103.904538,NIL,3,116.552978,17.588568,2020,14,partially furnished,1 year,no
2664,2665,2021-02-26,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,2070,823103,1.397267,103.904538,NIL,3,116.975518,17.696011,2020,12,fully furnished,2 years,yes
2665,2666,2021-03-28,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,2000,823103,1.397267,103.904538,NIL,3,118.911144,16.819281,2020,13,fully furnished,short term,yes
2666,2667,2021-04-09,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,1850,823103,1.397267,103.904538,NIL,3,122.977603,15.04339,2020,9,fully furnished,flexible,yes
2667,2668,2021-04-21,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,1900,823103,1.397267,103.904538,NIL,3,119.50951,15.898316,2020,8,not furnished,2 years,no
2668,2669,2021-09-28,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,1900,823103,1.397267,103.904538,NIL,3,117.899145,16.115469,2020,13,partially furnished,flexible,no
2669,2670,2022-01-10,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,1700,823103,1.397267,103.904538,NIL,3,115.224807,14.753767,2020,8,partially furnished,1 year,no
2670,2671,2022-03-11,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,1850,823103,1.397267,103.904538,NIL,3,122.607784,15.088765,2020,6,partially furnished,short term,yes
2671,2672,2022-03-11,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,2400,823103,1.397267,103.904538,NIL,3,115.739237,20.736269,2020,13,partially furnished,1 year,yes
2672,2673,2022-05-01,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,3200,823103,1.397267,103.904538,NIL,3,122.407617,26.142164,2020,11,fully furnished,flexible,no
2673,2674,2022-05-05,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,2900,823103,1.397267,103.904538,NIL,3,119.652831,24.236786,2020,8,partially furnished,2 years,yes
2674,2675,2022-11-23,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,3600,823103,1.397267,103.904538,NIL,3,124.325138,28.956332,2020,9,fully furnished,short term,no
2675,2676,2023-03-06,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,3350,823103,1.397267,103.904538,NIL,3,124.952891,26.810104,2020,6,partially furnished,1 year,no
2676,2677,2023-04-09,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,2600,823103,1.397267,103.904538,NIL,3,115.900002,22.433132,2020,3,partially furnished,1 year,no
2677,2678,2023-04-28,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,2900,823103,1.397267,103.904538,NIL,3,122.194542,23.732648,2020,9,partially furnished,3 years,no
2678,2679,2023-04-08,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,2100,823103,1.397267,103.904538,NIL,3,120.820239,17.381194,2020,10,not furnished,flexible,no
2679,2680,2023-05-24,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,3475,823103,1.397267,103.904538,NIL,3,121.412276,28.621488,2020,2,fully furnished,1 year,yes
2680,2681,2023-07-18,PUNGGOL,103C,EDGEFIELD PLAINS,5-ROOM,3150,823103,1.397267,103.904538,NIL,3,122.632897,25.686419,2020,5,fully furnished,short term,yes
2681,2682,2021-01-08,HOUGANG,988C,BUANGKOK GREEN,4-ROOM,1700,533988,1.380297,103.877266,BUANGKOK VALE,3,96.58728,17.600661,2021,14,not furnished,short term,yes
2682,2683,2021-06-02,HOUGANG,988C,BUANGKOK GREEN,4-ROOM,2200,533988,1.380297,103.877266,BUANGKOK VALE,3,97.770396,22.501699,2021,9,fully furnished,3 years,no
2683,2684,2022-07-04,HOUGANG,988C,BUANGKOK GREEN,4-ROOM,2600,533988,1.380297,103.877266,BUANGKOK VALE,3,97.237417,26.738678,2021,2,not furnished,short term,yes
2684,2685,2023-06-05,HOUGANG,988C,BUANGKOK GREEN,4-ROOM,2900,533988,1.380297,103.877266,BUANGKOK VALE,3,96.53173,30.041936,2021,12,fully furnished,flexible,yes
2685,2686,2021-01-13,BEDOK,769,BEDOK RESERVOIR VIEW,4-ROOM,2250,470769,1.335779,103.937912,LONGVALE,3,103.130482,21.817022,1986,7,partially furnished,3 years,yes
2686,2687,2021-03-11,BEDOK,769,BEDOK RESERVOIR VIEW,4-ROOM,2250,470769,1.335779,103.937912,LONGVALE,3,101.923196,22.075446,1986,5,partially furnished,flexible,yes
2687,2688,2021-03-18,BEDOK,769,BEDOK RESERVOIR VIEW,4-ROOM,2200,470769,1.335779,103.937912,LONGVALE,3,102.405457,21.48323,1986,7,not furnished,1 year,yes
2688,2689,2021-04-12,BEDOK,769,BEDOK RESERVOIR VIEW,5-ROOM,2000,470769,1.335779,103.937912,LONGVALE,3,117.898005,16.963816,1986,11,partially furnished,1 year,no
2689,2690,2021-06-14,BEDOK,769,BEDOK RESERVOIR VIEW,4-ROOM,1500,470769,1.335779,103.937912,LONGVALE,3,101.103455,14.836288,1986,4,fully furnished,2 years,yes
2690,2691,2021-06-07,BEDOK,769,BEDOK RESERVOIR VIEW,5-ROOM,2100,470769,1.335779,103.937912,LONGVALE,3,123.355282,17.023997,1986,14,fully furnished,3 years,no
2691,2692,2021-10-05,BEDOK,769,BEDOK RESERVOIR VIEW,5-ROOM,1950,470769,1.335779,103.937912,LONGVALE,3,119.476579,16.32119,1986,10,fully furnished,short term,no
2692,2693,2021-10-05,BEDOK,769,BEDOK RESERVOIR VIEW,4-ROOM,2500,470769,1.335779,103.937912,LONGVALE,3,106.663794,23.438131,1986,14,partially furnished,flexible,yes
2693,2694,2021-12-14,BEDOK,769,BEDOK RESERVOIR VIEW,5-ROOM,2200,470769,1.335779,103.937912,LONGVALE,3,122.247551,17.996271,1986,12,not furnished,3 years,yes
2694,2695,2022-01-22,BEDOK,769,BEDOK RESERVOIR VIEW,5-ROOM,2350,470769,1.335779,103.937912,LONGVALE,3,123.012245,19.103789,1986,12,not furnished,flexible,yes
2695,2696,2022-01-25,BEDOK,769,BEDOK RESERVOIR VIEW,5-ROOM,2800,470769,1.335779,103.937912,LONGVALE,3,119.826287,23.36716,1986,8,partially furnished,short term,yes
2696,2697,2022-04-20,BEDOK,769,BEDOK RESERVOIR VIEW,4-ROOM,2200,470769,1.335779,103.937912,LONGVALE,3,98.540722,22.325795,1986,14,partially furnished,short term,no
2697,2698,2022-06-27,BEDOK,769,BEDOK RESERVOIR VIEW,4-ROOM,2700,470769,1.335779,103.937912,LONGVALE,3,98.171393,27.50292,1986,2,fully furnished,short term,yes
2698,2699,2022-06-04,BEDOK,769,BEDOK RESERVOIR VIEW,4-ROOM,2400,470769,1.335779,103.937912,LONGVALE,3,98.346334,24.403553,1986,10,partially furnished,3 years,yes
2699,2700,2022-07-14,BEDOK,769,BEDOK RESERVOIR VIEW,5-ROOM,2100,470769,1.335779,103.937912,LONGVALE,3,126.373812,16.617367,1986,3,partially furnished,flexible,yes
2700,2701,2022-12-11,BEDOK,769,BEDOK RESERVOIR VIEW,5-ROOM,3500,470769,1.335779,103.937912,LONGVALE,3,129.127361,27.105022,1986,2,partially furnished,short term,yes
2701,2702,2023-02-24,BEDOK,769,BEDOK RESERVOIR VIEW,4-ROOM,4000,470769,1.335779,103.937912,LONGVALE,3,102.745295,38.931223,1986,3,fully furnished,flexible,yes
2702,2703,2021-01-26,PUNGGOL,167A,PUNGGOL EAST,4-ROOM,1800,821167,1.393908,103.915107,THE SUNDIAL,3,101.892095,17.665747,2019,10,fully furnished,3 years,no
2703,2704,2021-03-06,PUNGGOL,167A,PUNGGOL EAST,4-ROOM,1750,821167,1.393908,103.915107,THE SUNDIAL,3,103.347887,16.933099,2019,5,partially furnished,flexible,no
2704,2705,2021-11-26,PUNGGOL,167A,PUNGGOL EAST,4-ROOM,2000,821167,1.393908,103.915107,THE SUNDIAL,3,98.711254,20.261114,2019,8,partially furnished,short term,yes
2705,2706,2022-02-15,PUNGGOL,167A,PUNGGOL EAST,4-ROOM,2000,821167,1.393908,103.915107,THE SUNDIAL,3,110.053216,18.173026,2019,13,fully furnished,3 years,yes
2706,2707,2022-08-01,PUNGGOL,167A,PUNGGOL EAST,4-ROOM,2400,821167,1.393908,103.915107,THE SUNDIAL,3,104.355765,22.99825,2019,6,not furnished,flexible,no
2707,2708,2022-10-03,PUNGGOL,167A,PUNGGOL EAST,4-ROOM,2500,821167,1.393908,103.915107,THE SUNDIAL,3,99.78938,25.052766,2019,15,partially furnished,short term,no
2708,2709,2023-01-04,PUNGGOL,167A,PUNGGOL EAST,4-ROOM,2800,821167,1.393908,103.915107,THE SUNDIAL,3,96.71894,28.949862,2019,7,partially furnished,2 years,no
2709,2710,2021-01-17,BEDOK,767,BEDOK RESERVOIR VIEW,4-ROOM,2000,470767,1.335851,103.936778,LONGVALE,3,101.737792,19.658378,1999,12,not furnished,2 years,no
2710,2711,2021-03-12,BEDOK,767,BEDOK RESERVOIR VIEW,4-ROOM,2400,470767,1.335851,103.936778,LONGVALE,3,100.986062,23.765656,1999,7,fully furnished,flexible,yes
2711,2712,2021-03-27,BEDOK,767,BEDOK RESERVOIR VIEW,5-ROOM,2500,470767,1.335851,103.936778,LONGVALE,3,120.765721,20.701239,1999,10,partially furnished,short term,no
2712,2713,2021-04-14,BEDOK,767,BEDOK RESERVOIR VIEW,4-ROOM,2250,470767,1.335851,103.936778,LONGVALE,3,97.338873,23.115123,1999,12,not furnished,short term,no
2713,2714,2021-11-03,BEDOK,767,BEDOK RESERVOIR VIEW,5-ROOM,2100,470767,1.335851,103.936778,LONGVALE,3,119.116855,17.629747,1999,5,fully furnished,flexible,no
2714,2715,2021-11-09,BEDOK,767,BEDOK RESERVOIR VIEW,5-ROOM,2100,470767,1.335851,103.936778,LONGVALE,3,120.499799,17.427415,1999,8,fully furnished,flexible,yes
2715,2716,2022-01-28,BEDOK,767,BEDOK RESERVOIR VIEW,5-ROOM,3000,470767,1.335851,103.936778,LONGVALE,3,123.822514,24.228227,1999,12,partially furnished,flexible,yes
2716,2717,2022-05-28,BEDOK,767,BEDOK RESERVOIR VIEW,5-ROOM,2900,470767,1.335851,103.936778,LONGVALE,3,120.683996,24.029698,1999,15,fully furnished,1 year,yes
2717,2718,2022-10-24,BEDOK,767,BEDOK RESERVOIR VIEW,4-ROOM,3000,470767,1.335851,103.936778,LONGVALE,3,102.731429,29.202358,1999,4,partially furnished,3 years,yes
2718,2719,2023-03-20,BEDOK,767,BEDOK RESERVOIR VIEW,5-ROOM,2400,470767,1.335851,103.936778,LONGVALE,3,117.353633,20.451007,1999,11,partially furnished,1 year,no
2719,2720,2023-05-22,BEDOK,767,BEDOK RESERVOIR VIEW,5-ROOM,3100,470767,1.335851,103.936778,LONGVALE,3,121.263576,25.564148,1999,10,not furnished,short term,yes
2720,2721,2023-05-18,BEDOK,767,BEDOK RESERVOIR VIEW,4-ROOM,3600,470767,1.335851,103.936778,LONGVALE,3,98.599805,36.511229,1999,6,partially furnished,short term,no
2721,2722,2023-06-20,BEDOK,767,BEDOK RESERVOIR VIEW,5-ROOM,3750,470767,1.335851,103.936778,LONGVALE,3,118.946738,31.526716,1999,11,fully furnished,short term,yes
2722,2723,2023-06-03,BEDOK,767,BEDOK RESERVOIR VIEW,5-ROOM,3700,470767,1.335851,103.936778,LONGVALE,3,124.089321,29.817231,1999,5,fully furnished,3 years,no
2723,2724,2021-01-07,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,1950,824107,1.396238,103.908007,NIL,3,120.599649,16.169201,1980,12,partially furnished,1 year,yes
2724,2725,2021-02-15,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,2200,824107,1.396238,103.908007,NIL,3,120.983121,18.184355,1980,11,fully furnished,flexible,no
2725,2726,2021-07-06,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,1800,824107,1.396238,103.908007,NIL,3,114.832144,15.675053,1980,9,fully furnished,1 year,yes
2726,2727,2022-03-06,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,1700,824107,1.396238,103.908007,NIL,3,119.991303,14.167693,1980,4,not furnished,1 year,yes
2727,2728,2022-03-27,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,2800,824107,1.396238,103.908007,NIL,3,119.558461,23.419505,1980,2,fully furnished,short term,yes
2728,2729,2022-04-27,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,1900,824107,1.396238,103.908007,NIL,3,118.299714,16.060901,1980,2,not furnished,flexible,yes
2729,2730,2022-07-05,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,1650,824107,1.396238,103.908007,NIL,3,122.789651,13.437615,1980,3,partially furnished,flexible,no
2730,2731,2022-09-11,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,2100,824107,1.396238,103.908007,NIL,3,122.533049,17.138233,1980,8,not furnished,flexible,yes
2731,2732,2022-10-22,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,2600,824107,1.396238,103.908007,NIL,3,123.814413,20.999171,1980,9,not furnished,2 years,yes
2732,2733,2023-01-26,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,3400,824107,1.396238,103.908007,NIL,3,118.917249,28.591311,1980,8,partially furnished,short term,no
2733,2734,2023-01-09,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,3000,824107,1.396238,103.908007,NIL,3,117.355422,25.563369,1980,5,partially furnished,short term,no
2734,2735,2023-04-15,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,3100,824107,1.396238,103.908007,NIL,3,118.260421,26.213335,1980,3,fully furnished,1 year,yes
2735,2736,2023-07-14,PUNGGOL,107D,EDGEFIELD PLAINS,5-ROOM,1800,824107,1.396238,103.908007,NIL,3,120.983366,14.878078,1980,15,not furnished,1 year,no
2736,2737,2021-01-10,GEYLANG,2B,GEYLANG SERAI,4-ROOM,2500,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,101.315165,24.675477,2009,5,partially furnished,3 years,yes
2737,2738,2021-05-18,GEYLANG,2B,GEYLANG SERAI,4-ROOM,2600,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,97.616883,26.634737,2009,10,not furnished,short term,no
2738,2739,2021-05-24,GEYLANG,2B,GEYLANG SERAI,4-ROOM,2750,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,98.18528,28.008272,2009,13,not furnished,2 years,no
2739,2740,2021-09-06,GEYLANG,2B,GEYLANG SERAI,4-ROOM,2750,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,101.333338,27.138157,2009,13,fully furnished,flexible,yes
2740,2741,2021-11-09,GEYLANG,2B,GEYLANG SERAI,4-ROOM,2800,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,95.903494,29.196017,2009,10,partially furnished,2 years,yes
2741,2742,2022-01-04,GEYLANG,2B,GEYLANG SERAI,4-ROOM,3000,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,105.789433,28.35822,2009,13,not furnished,short term,no
2742,2743,2022-04-11,GEYLANG,2B,GEYLANG SERAI,4-ROOM,2300,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,100.564725,22.870843,2009,4,partially furnished,1 year,yes
2743,2744,2022-04-08,GEYLANG,2B,GEYLANG SERAI,4-ROOM,2400,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,99.408335,24.142845,2009,7,not furnished,1 year,yes
2744,2745,2022-05-19,GEYLANG,2B,GEYLANG SERAI,4-ROOM,2800,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,100.133449,27.962684,2009,11,partially furnished,flexible,yes
2745,2746,2022-08-17,GEYLANG,2B,GEYLANG SERAI,4-ROOM,3250,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,96.366437,33.725435,2009,8,not furnished,short term,yes
2746,2747,2022-10-03,GEYLANG,2B,GEYLANG SERAI,4-ROOM,3000,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,103.361946,29.024221,2009,13,fully furnished,3 years,yes
2747,2748,2023-02-11,GEYLANG,2B,GEYLANG SERAI,4-ROOM,3900,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,94.323514,41.34706,2009,10,not furnished,2 years,no
2748,2749,2023-06-02,GEYLANG,2B,GEYLANG SERAI,4-ROOM,4500,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,97.694098,46.062148,2009,8,fully furnished,2 years,yes
2749,2750,2023-06-16,GEYLANG,2B,GEYLANG SERAI,4-ROOM,4100,404002,1.317405,103.897775,SRI GEYLANG SERAI,3,101.454602,40.412164,2009,5,not furnished,3 years,no
2750,2751,2021-01-25,SENGKANG,323A,SENGKANG EAST WAY,4-ROOM,2300,541323,1.39271,103.893,ANCHORVALE GROVE,3,103.430897,22.237069,1981,14,fully furnished,2 years,yes
2751,2752,2021-02-20,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,2050,541323,1.39271,103.893,ANCHORVALE GROVE,3,115.382621,17.766974,1981,8,fully furnished,1 year,no
2752,2753,2021-02-18,SENGKANG,323A,SENGKANG EAST WAY,4-ROOM,2300,541323,1.39271,103.893,ANCHORVALE GROVE,3,102.635652,22.409367,1981,7,fully furnished,3 years,yes
2753,2754,2021-02-16,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,2000,541323,1.39271,103.893,ANCHORVALE GROVE,3,123.491873,16.195398,1981,11,fully furnished,1 year,no
2754,2755,2021-03-05,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,2000,541323,1.39271,103.893,ANCHORVALE GROVE,3,113.822242,17.571258,1981,15,not furnished,2 years,yes
2755,2756,2021-05-19,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,2200,541323,1.39271,103.893,ANCHORVALE GROVE,3,122.351252,17.981017,1981,10,not furnished,1 year,yes
2756,2757,2021-06-12,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,2200,541323,1.39271,103.893,ANCHORVALE GROVE,3,122.618179,17.941875,1981,2,partially furnished,short term,yes
2757,2758,2021-07-04,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,2200,541323,1.39271,103.893,ANCHORVALE GROVE,3,125.087094,17.587746,1981,3,not furnished,2 years,yes
2758,2759,2021-09-01,SENGKANG,323A,SENGKANG EAST WAY,4-ROOM,1900,541323,1.39271,103.893,ANCHORVALE GROVE,3,105.639914,17.985626,1981,6,fully furnished,1 year,no
2759,2760,2021-10-06,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,2250,541323,1.39271,103.893,ANCHORVALE GROVE,3,124.121716,18.127368,1981,3,partially furnished,flexible,no
2760,2761,2021-12-13,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,2100,541323,1.39271,103.893,ANCHORVALE GROVE,3,120.440181,17.436042,1981,15,fully furnished,short term,yes
2761,2762,2022-01-07,SENGKANG,323A,SENGKANG EAST WAY,4-ROOM,2300,541323,1.39271,103.893,ANCHORVALE GROVE,3,98.206316,23.420082,1981,5,partially furnished,short term,no
2762,2763,2022-02-22,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,3000,541323,1.39271,103.893,ANCHORVALE GROVE,3,119.763498,25.049368,1981,3,partially furnished,2 years,no
2763,2764,2022-03-17,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,2550,541323,1.39271,103.893,ANCHORVALE GROVE,3,126.919857,20.091419,1981,6,partially furnished,2 years,yes
2764,2765,2022-03-18,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,2200,541323,1.39271,103.893,ANCHORVALE GROVE,3,117.366338,18.744727,1981,14,fully furnished,2 years,no
2765,2766,2022-04-07,SENGKANG,323A,SENGKANG EAST WAY,4-ROOM,1750,541323,1.39271,103.893,ANCHORVALE GROVE,3,102.478054,17.076827,1981,6,fully furnished,flexible,no
2766,2767,2022-06-26,SENGKANG,323A,SENGKANG EAST WAY,4-ROOM,2700,541323,1.39271,103.893,ANCHORVALE GROVE,3,101.333136,26.644789,1981,3,partially furnished,short term,yes
2767,2768,2022-10-19,SENGKANG,323A,SENGKANG EAST WAY,4-ROOM,2900,541323,1.39271,103.893,ANCHORVALE GROVE,3,102.903079,28.181858,1981,4,partially furnished,flexible,yes
2768,2769,2023-02-16,SENGKANG,323A,SENGKANG EAST WAY,4-ROOM,3200,541323,1.39271,103.893,ANCHORVALE GROVE,3,107.339939,29.81183,1981,4,not furnished,1 year,no
2769,2770,2023-03-20,SENGKANG,323A,SENGKANG EAST WAY,4-ROOM,3400,541323,1.39271,103.893,ANCHORVALE GROVE,3,102.188465,33.271857,1981,6,fully furnished,1 year,yes
2770,2771,2023-05-08,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,3800,541323,1.39271,103.893,ANCHORVALE GROVE,3,119.9226,31.687105,1981,14,fully furnished,1 year,no
2771,2772,2023-05-03,SENGKANG,323A,SENGKANG EAST WAY,5-ROOM,3600,541323,1.39271,103.893,ANCHORVALE GROVE,3,122.19993,29.459919,1981,7,not furnished,flexible,no
