property_id,user_id,listing_date,block,street_name,building,postal,town,flat_type,monthly_rent,latitude,longtitude,num_bedrooms,floor_size,ppsm,year_built,floor_level,furnish_status,lease_term,negotiable,is_visible,is_approved
758,1,2023-08-24,29,GHIM MOH LINK,GHIM MOH EDGE,270029,QUEENSTOWN,4-ROOM,4250,1.308694738,103.7840488,3,98.56290713,43.1196697,1980,6,not furnished,flexible,no,1,1
759,1,2021-01-28,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,4-ROOM,2150,1.409322675,103.9008018,3,103.2799773,20.81720055,1975,11,partially furnished,1 year,no,1,1
760,1,2021-04-26,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,5-ROOM,2600,1.409322675,103.9008018,3,122.9782457,21.14195063,1975,4,not furnished,3 years,yes,1,1
761,1,2021-06-22,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,4-ROOM,2800,1.409322675,103.9008018,3,104.3616099,26.82978925,1975,6,partially furnished,short term,yes,1,1
762,1,2021-10-08,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,4-ROOM,2200,1.409322675,103.9008018,3,101.4268034,21.69051894,1975,15,not furnished,flexible,yes,1,1
763,1,2021-11-22,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,4-ROOM,2550,1.409322675,103.9008018,3,100.8647984,25.28136714,1975,11,not furnished,2 years,yes,1,1
764,1,2021-12-04,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,4-ROOM,2000,1.409322675,103.9008018,3,98.34810596,20.33592798,1975,9,fully furnished,3 years,yes,1,1
765,1,2022-01-18,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,4-ROOM,2150,1.409322675,103.9008018,3,100.7587446,21.33809833,1975,10,fully furnished,flexible,yes,1,1
766,1,2022-07-18,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,5-ROOM,3500,1.409322675,103.9008018,3,117.894485,29.68756342,1975,4,partially furnished,flexible,no,1,1
767,1,2022-07-07,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,3-ROOM,2700,1.409322675,103.9008018,2,62.39439976,43.27311442,1975,13,fully furnished,short term,no,1,1
768,1,2022-08-17,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,3-ROOM,2500,1.409322675,103.9008018,2,63.253081,39.52376644,1975,11,fully furnished,flexible,no,1,1
769,1,2022-10-15,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,5-ROOM,3000,1.409322675,103.9008018,3,116.9592377,25.64996198,1975,14,fully furnished,flexible,yes,1,1
770,1,2022-12-28,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,5-ROOM,4000,1.409322675,103.9008018,3,122.3795514,32.68519907,1975,10,not furnished,short term,yes,1,1
771,1,2023-02-03,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,4-ROOM,2000,1.409322675,103.9008018,3,95.48824681,20.94498608,1975,14,not furnished,1 year,no,1,1
772,1,2023-05-03,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,4-ROOM,3800,1.409322675,103.9008018,3,99.99651938,38.00132268,1975,3,partially furnished,flexible,yes,1,1
773,1,2023-07-10,310B,PUNGGOL WALK,WATERWAY TERRACES II,822310,PUNGGOL,5-ROOM,3500,1.409322675,103.9008018,3,121.041879,28.91561194,1975,5,partially furnished,short term,no,1,1
774,1,2021-01-06,266A,PUNGGOL WAY,PUNGGOL EMERALD,821266,PUNGGOL,5-ROOM,2200,1.405960716,103.8979707,3,116.2029495,18.93239379,1973,15,fully furnished,2 years,yes,1,1
775,1,2021-05-21,266A,PUNGGOL WAY,PUNGGOL EMERALD,821266,PUNGGOL,4-ROOM,2500,1.405960716,103.8979707,3,97.87775365,25.54206555,1973,15,partially furnished,3 years,yes,1,1
776,1,2022-01-15,266A,PUNGGOL WAY,PUNGGOL EMERALD,821266,PUNGGOL,4-ROOM,2700,1.405960716,103.8979707,3,97.22931104,27.7694038,1973,11,not furnished,2 years,no,1,1
777,1,2021-01-05,205A,PUNGGOL FIELD,NIL,821205,PUNGGOL,5-ROOM,2100,1.39852262,103.9021117,3,120.8996538,17.36977679,2001,11,not furnished,flexible,no,1,1
778,1,2021-01-11,205A,PUNGGOL FIELD,NIL,821205,PUNGGOL,4-ROOM,1800,1.39852262,103.9021117,3,103.0489409,17.46742843,2001,8,partially furnished,1 year,yes,1,1
779,1,2021-01-16,205A,PUNGGOL FIELD,NIL,821205,PUNGGOL,4-ROOM,1800,1.39852262,103.9021117,3,98.9561836,18.18986883,2001,5,partially furnished,1 year,yes,1,1
780,1,2021-08-03,205A,PUNGGOL FIELD,NIL,821205,PUNGGOL,5-ROOM,2000,1.39852262,103.9021117,3,119.9619453,16.67195371,2001,2,partially furnished,2 years,no,1,1
781,1,2022-04-27,205A,PUNGGOL FIELD,NIL,821205,PUNGGOL,5-ROOM,3000,1.39852262,103.9021117,3,118.3207991,25.35479833,2001,11,fully furnished,1 year,yes,1,1
782,1,2022-10-17,205A,PUNGGOL FIELD,NIL,821205,PUNGGOL,5-ROOM,2600,1.39852262,103.9021117,3,120.3143632,21.61005495,2001,4,fully furnished,3 years,no,1,1
783,1,2022-11-08,205A,PUNGGOL FIELD,NIL,821205,PUNGGOL,4-ROOM,2800,1.39852262,103.9021117,3,98.41754283,28.45021243,2001,11,partially furnished,1 year,yes,1,1
784,1,2022-12-09,205A,PUNGGOL FIELD,NIL,821205,PUNGGOL,5-ROOM,2600,1.39852262,103.9021117,3,121.5462959,21.39102621,2001,15,not furnished,3 years,yes,1,1
785,1,2023-02-11,205A,PUNGGOL FIELD,NIL,821205,PUNGGOL,4-ROOM,3300,1.39852262,103.9021117,3,99.72083321,33.09238294,2001,3,fully furnished,flexible,no,1,1
786,1,2023-03-07,205A,PUNGGOL FIELD,NIL,821205,PUNGGOL,4-ROOM,2600,1.39852262,103.9021117,3,100.7069826,25.81747494,2001,14,partially furnished,1 year,no,1,1
787,1,2021-01-22,735,WOODLANDS CIRCLE,HDB-WOODLANDS,730735,WOODLANDS,5-ROOM,1950,1.443556693,103.7974707,3,124.0944506,15.71383724,2017,12,fully furnished,2 years,no,1,1
788,1,2022-01-24,735,WOODLANDS CIRCLE,HDB-WOODLANDS,730735,WOODLANDS,5-ROOM,2200,1.443556693,103.7974707,3,120.6661166,18.23212731,2017,8,not furnished,1 year,no,1,1
789,1,2022-07-15,735,WOODLANDS CIRCLE,HDB-WOODLANDS,730735,WOODLANDS,4-ROOM,2980,1.443556693,103.7974707,3,102.8153007,28.98401288,2017,2,partially furnished,1 year,yes,1,1
790,1,2023-01-13,735,WOODLANDS CIRCLE,HDB-WOODLANDS,730735,WOODLANDS,5-ROOM,2800,1.443556693,103.7974707,3,122.33308,22.88833078,2017,8,fully furnished,flexible,no,1,1
791,1,2021-01-05,103,LENGKONG TIGA,KEMBANGAN GARDENS,410103,BEDOK,5-ROOM,2600,1.325855463,103.9105989,3,118.4049577,21.95854001,1984,13,not furnished,1 year,no,1,1
792,1,2021-04-03,103,LENGKONG TIGA,KEMBANGAN GARDENS,410103,BEDOK,5-ROOM,2600,1.325855463,103.9105989,3,116.1568053,22.38353572,1984,9,not furnished,short term,yes,1,1
793,1,2021-06-19,103,LENGKONG TIGA,KEMBANGAN GARDENS,410103,BEDOK,4-ROOM,2150,1.325855463,103.9105989,3,103.2307362,20.82713037,1984,6,not furnished,3 years,no,1,1
794,1,2021-08-05,103,LENGKONG TIGA,KEMBANGAN GARDENS,410103,BEDOK,4-ROOM,2300,1.325855463,103.9105989,3,102.6422878,22.40791831,1984,15,fully furnished,3 years,yes,1,1
795,1,2023-02-19,103,LENGKONG TIGA,KEMBANGAN GARDENS,410103,BEDOK,5-ROOM,4600,1.325855463,103.9105989,3,125.1814222,36.7466667,1984,7,fully furnished,flexible,no,1,1
796,1,2023-05-11,103,LENGKONG TIGA,KEMBANGAN GARDENS,410103,BEDOK,4-ROOM,2500,1.325855463,103.9105989,3,103.6989087,24.10825757,1984,4,fully furnished,short term,yes,1,1
797,1,2023-08-02,103,LENGKONG TIGA,KEMBANGAN GARDENS,410103,BEDOK,4-ROOM,3500,1.325855463,103.9105989,3,101.687401,34.41920992,1984,7,not furnished,flexible,no,1,1
798,1,2023-08-10,103,LENGKONG TIGA,KEMBANGAN GARDENS,410103,BEDOK,5-ROOM,4500,1.325855463,103.9105989,3,127.0314413,35.42430089,1984,9,partially furnished,3 years,yes,1,1
799,1,2021-01-27,315,SEMBAWANG VISTA,HDB-SEMBAWANG,750315,SEMBAWANG,4-ROOM,2500,1.446866084,103.8206086,3,105.4275705,23.71296225,2011,7,not furnished,3 years,yes,1,1
800,1,2021-02-04,315,SEMBAWANG VISTA,HDB-SEMBAWANG,750315,SEMBAWANG,4-ROOM,1850,1.446866084,103.8206086,3,103.5656164,17.8630714,2011,3,not furnished,3 years,yes,1,1
801,1,2021-03-10,315,SEMBAWANG VISTA,HDB-SEMBAWANG,750315,SEMBAWANG,5-ROOM,2200,1.446866084,103.8206086,3,124.7120605,17.64063548,2011,6,partially furnished,3 years,no,1,1
802,1,2021-06-17,315,SEMBAWANG VISTA,HDB-SEMBAWANG,750315,SEMBAWANG,5-ROOM,2500,1.446866084,103.8206086,3,116.509195,21.45753388,2011,13,fully furnished,3 years,yes,1,1
803,1,2021-11-19,315,SEMBAWANG VISTA,HDB-SEMBAWANG,750315,SEMBAWANG,5-ROOM,1600,1.446866084,103.8206086,3,116.6417774,13.7172121,2011,12,fully furnished,2 years,no,1,1
804,1,2022-06-09,315,SEMBAWANG VISTA,HDB-SEMBAWANG,750315,SEMBAWANG,4-ROOM,2900,1.446866084,103.8206086,3,102.0786817,28.40945779,2011,13,partially furnished,1 year,yes,1,1
805,1,2022-09-06,315,SEMBAWANG VISTA,HDB-SEMBAWANG,750315,SEMBAWANG,4-ROOM,2950,1.446866084,103.8206086,3,95.41750734,30.91675817,2011,13,fully furnished,2 years,yes,1,1
806,1,2022-12-10,315,SEMBAWANG VISTA,HDB-SEMBAWANG,750315,SEMBAWANG,4-ROOM,2900,1.446866084,103.8206086,3,105.9431839,27.3731626,2011,14,not furnished,short term,no,1,1
807,1,2023-04-08,315,SEMBAWANG VISTA,HDB-SEMBAWANG,750315,SEMBAWANG,4-ROOM,3600,1.446866084,103.8206086,3,101.0731574,35.61776532,2011,15,partially furnished,3 years,yes,1,1
808,1,2021-01-11,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,1900,1.399234781,103.9042775,3,129.117589,14.71526857,2020,14,not furnished,3 years,no,1,1
809,1,2021-02-05,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,2200,1.399234781,103.9042775,3,117.2665769,18.76067383,2020,8,fully furnished,flexible,yes,1,1
810,1,2021-04-12,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,4-ROOM,1700,1.399234781,103.9042775,3,95.28249978,17.84168136,2020,5,fully furnished,1 year,no,1,1
811,1,2021-06-06,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,2200,1.399234781,103.9042775,3,118.7626437,18.52434345,2020,2,not furnished,3 years,no,1,1
812,1,2021-08-15,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,2200,1.399234781,103.9042775,3,117.3209024,18.75198668,2020,7,fully furnished,3 years,no,1,1
813,1,2021-09-10,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,2300,1.399234781,103.9042775,3,117.5430182,19.56730426,2020,12,fully furnished,flexible,yes,1,1
814,1,2021-09-25,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,2000,1.399234781,103.9042775,3,122.094339,16.38077585,2020,8,fully furnished,short term,no,1,1
815,1,2021-10-26,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,2600,1.399234781,103.9042775,3,118.0234849,22.02951389,2020,14,fully furnished,short term,no,1,1
816,1,2022-01-19,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,2000,1.399234781,103.9042775,3,122.5981027,16.31346617,2020,4,fully furnished,1 year,no,1,1
817,1,2022-11-23,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,2900,1.399234781,103.9042775,3,125.951391,23.02475563,2020,8,fully furnished,3 years,yes,1,1
818,1,2022-12-17,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,2100,1.399234781,103.9042775,3,120.9475505,17.36289814,2020,7,not furnished,short term,no,1,1
819,1,2023-04-17,202B,PUNGGOL FIELD,NIL,822202,PUNGGOL,5-ROOM,3450,1.399234781,103.9042775,3,120.9108087,28.5334292,2020,10,fully furnished,flexible,yes,1,1
820,1,2021-01-02,112,TECK WHYE LANE,HDB-CHOA CHU KANG,680112,CHOA CHU KANG,4-ROOM,1700,1.377485451,103.7519213,3,99.24049815,17.13010345,2013,9,partially furnished,flexible,no,1,1
821,1,2021-07-21,112,TECK WHYE LANE,HDB-CHOA CHU KANG,680112,CHOA CHU KANG,5-ROOM,1800,1.377485451,103.7519213,3,119.7988253,15.02518907,2013,10,fully furnished,1 year,no,1,1
822,1,2023-02-21,112,TECK WHYE LANE,HDB-CHOA CHU KANG,680112,CHOA CHU KANG,4-ROOM,2100,1.377485451,103.7519213,3,95.18808819,22.06158396,2013,10,partially furnished,flexible,yes,1,1
823,1,2021-01-07,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,1800,1.387423768,103.8898488,3,92.61738688,19.43479578,1973,4,fully furnished,3 years,yes,1,1
824,1,2021-01-01,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,2000,1.387423768,103.8898488,3,97.22047242,20.57179882,1973,6,partially furnished,short term,yes,1,1
825,1,2021-03-14,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,2000,1.387423768,103.8898488,3,99.52245797,20.09596669,1973,15,not furnished,3 years,yes,1,1
826,1,2021-08-11,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,2000,1.387423768,103.8898488,3,101.6292561,19.67937262,1973,10,fully furnished,2 years,no,1,1
827,1,2022-01-03,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,2300,1.387423768,103.8898488,3,96.31387125,23.88025702,1973,3,partially furnished,2 years,yes,1,1
828,1,2022-01-13,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,2400,1.387423768,103.8898488,3,99.36992139,24.15217771,1973,3,fully furnished,1 year,yes,1,1
829,1,2023-01-13,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,1800,1.387423768,103.8898488,3,93.6726592,19.21585247,1973,8,partially furnished,flexible,no,1,1
830,1,2023-02-24,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,3400,1.387423768,103.8898488,3,94.74196136,35.88694968,1973,7,not furnished,short term,yes,1,1
831,1,2023-02-16,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,3200,1.387423768,103.8898488,3,102.6820664,31.16415661,1973,13,partially furnished,short term,no,1,1
832,1,2023-05-13,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,2600,1.387423768,103.8898488,3,91.88076823,28.29754311,1973,5,not furnished,3 years,no,1,1
833,1,2023-08-11,303B,ANCHORVALE LINK,ANCHORVALE COURT,542303,SENGKANG,4-ROOM,3400,1.387423768,103.8898488,3,95.75475442,35.50737528,1973,7,partially furnished,3 years,yes,1,1
834,1,2021-01-09,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,1800,1.457071216,103.8153084,3,112.3245728,16.02498862,2005,6,not furnished,1 year,yes,1,1
835,1,2021-01-06,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,1800,1.457071216,103.8153084,3,117.9161537,15.26508407,2005,4,partially furnished,flexible,yes,1,1
836,1,2021-05-07,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,2600,1.457071216,103.8153084,3,123.3413116,21.07971747,2005,5,fully furnished,2 years,no,1,1
837,1,2021-05-06,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,1800,1.457071216,103.8153084,3,120.6492611,14.9192791,2005,11,partially furnished,3 years,no,1,1
838,1,2021-05-10,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,2250,1.457071216,103.8153084,3,121.2523208,18.55634585,2005,6,not furnished,flexible,yes,1,1
839,1,2021-07-13,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,2000,1.457071216,103.8153084,3,119.2380334,16.77317164,2005,11,partially furnished,short term,no,1,1
840,1,2021-10-14,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,1900,1.457071216,103.8153084,3,121.6796763,15.6147687,2005,15,fully furnished,1 year,no,1,1
841,1,2022-02-21,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,4-ROOM,1850,1.457071216,103.8153084,3,95.35217282,19.40176029,2005,2,fully furnished,flexible,yes,1,1
842,1,2022-02-18,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,3300,1.457071216,103.8153084,3,121.702879,27.11521722,2005,3,not furnished,flexible,yes,1,1
843,1,2022-04-08,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,2150,1.457071216,103.8153084,3,119.7969196,17.9470391,2005,3,not furnished,3 years,yes,1,1
844,1,2022-04-17,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,1700,1.457071216,103.8153084,3,124.248232,13.68228724,2005,6,partially furnished,2 years,no,1,1
845,1,2022-07-10,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,2400,1.457071216,103.8153084,3,119.2673761,20.12285403,2005,7,not furnished,short term,yes,1,1
846,1,2022-10-22,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,1450,1.457071216,103.8153084,3,116.1998711,12.47849921,2005,8,fully furnished,2 years,no,1,1
847,1,2022-11-15,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,2900,1.457071216,103.8153084,3,115.1663208,25.18097286,2005,8,not furnished,short term,no,1,1
848,1,2022-12-18,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,4-ROOM,1400,1.457071216,103.8153084,3,105.2234363,13.30502072,2005,8,partially furnished,2 years,no,1,1
849,1,2023-02-02,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,3800,1.457071216,103.8153084,3,120.3724713,31.56867977,2005,14,partially furnished,2 years,yes,1,1
850,1,2023-03-23,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,3600,1.457071216,103.8153084,3,116.7246485,30.84181488,2005,12,partially furnished,1 year,no,1,1
851,1,2023-04-02,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,3500,1.457071216,103.8153084,3,114.3662539,30.6034331,2005,6,not furnished,1 year,yes,1,1
852,1,2023-05-18,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,3500,1.457071216,103.8153084,3,119.0321515,29.40382035,2005,2,fully furnished,1 year,yes,1,1
853,1,2023-07-01,484,ADMIRALTY LINK,HDB-SEMBAWANG,750484,SEMBAWANG,5-ROOM,3200,1.457071216,103.8153084,3,118.9363316,26.90515133,2005,8,not furnished,flexible,yes,1,1
854,1,2021-01-21,268B,PUNGGOL FIELD,PUNGGOL SAPPHIRE,822268,PUNGGOL,4-ROOM,2100,1.403782416,103.8973001,3,92.87490169,22.61106027,2004,4,fully furnished,short term,yes,1,1
855,1,2021-02-09,268B,PUNGGOL FIELD,PUNGGOL SAPPHIRE,822268,PUNGGOL,4-ROOM,2300,1.403782416,103.8973001,3,98.99248435,23.23408706,2004,15,partially furnished,2 years,no,1,1
856,1,2021-05-15,268B,PUNGGOL FIELD,PUNGGOL SAPPHIRE,822268,PUNGGOL,4-ROOM,2300,1.403782416,103.8973001,3,97.07631577,23.69269973,2004,2,partially furnished,2 years,no,1,1
857,1,2022-07-16,268B,PUNGGOL FIELD,PUNGGOL SAPPHIRE,822268,PUNGGOL,4-ROOM,3250,1.403782416,103.8973001,3,104.4483879,31.11584644,2004,11,fully furnished,2 years,yes,1,1
858,1,2023-02-19,268B,PUNGGOL FIELD,PUNGGOL SAPPHIRE,822268,PUNGGOL,4-ROOM,3100,1.403782416,103.8973001,3,92.5281447,33.50331956,2004,15,not furnished,short term,no,1,1
859,1,2023-07-09,268B,PUNGGOL FIELD,PUNGGOL SAPPHIRE,822268,PUNGGOL,4-ROOM,3600,1.403782416,103.8973001,3,101.9992098,35.29439107,2004,10,not furnished,short term,yes,1,1
860,1,2021-01-08,508B,WELLINGTON CIRCLE,WELLINGTON VIEW,752508,SEMBAWANG,4-ROOM,1900,1.452625101,103.8209095,3,102.1330701,18.60318111,2015,8,fully furnished,3 years,no,1,1
861,1,2021-06-14,508B,WELLINGTON CIRCLE,WELLINGTON VIEW,752508,SEMBAWANG,4-ROOM,2100,1.452625101,103.8209095,3,98.81854052,21.25107281,2015,5,fully furnished,2 years,yes,1,1
862,1,2021-09-25,508B,WELLINGTON CIRCLE,WELLINGTON VIEW,752508,SEMBAWANG,4-ROOM,1850,1.452625101,103.8209095,3,98.18846923,18.84131624,2015,4,not furnished,short term,yes,1,1
863,1,2022-01-27,508B,WELLINGTON CIRCLE,WELLINGTON VIEW,752508,SEMBAWANG,4-ROOM,1800,1.452625101,103.8209095,3,98.941625,18.19254535,2015,10,fully furnished,1 year,no,1,1
864,1,2022-06-26,508B,WELLINGTON CIRCLE,WELLINGTON VIEW,752508,SEMBAWANG,4-ROOM,1850,1.452625101,103.8209095,3,102.8352894,17.98993333,2015,7,partially furnished,flexible,yes,1,1
865,1,2022-09-23,508B,WELLINGTON CIRCLE,WELLINGTON VIEW,752508,SEMBAWANG,4-ROOM,2400,1.452625101,103.8209095,3,95.60712374,25.10273195,2015,10,not furnished,1 year,no,1,1
866,1,2022-12-25,508B,WELLINGTON CIRCLE,WELLINGTON VIEW,752508,SEMBAWANG,4-ROOM,3600,1.452625101,103.8209095,3,94.06472199,38.27152118,2015,8,not furnished,2 years,no,1,1
867,1,2023-08-23,508B,WELLINGTON CIRCLE,WELLINGTON VIEW,752508,SEMBAWANG,4-ROOM,2200,1.452625101,103.8209095,3,98.86086232,22.25349798,2015,5,not furnished,3 years,no,1,1
868,1,2021-01-25,672D,EDGEFIELD PLAINS,WATERWAY BANKS,824672,PUNGGOL,4-ROOM,2050,1.407590312,103.9109236,3,102.1246951,20.07349933,2014,9,partially furnished,2 years,yes,1,1
869,1,2021-04-26,672D,EDGEFIELD PLAINS,WATERWAY BANKS,824672,PUNGGOL,4-ROOM,2100,1.407590312,103.9109236,3,96.25287737,21.81752959,2014,6,not furnished,2 years,yes,1,1
870,1,2021-09-01,672D,EDGEFIELD PLAINS,WATERWAY BANKS,824672,PUNGGOL,4-ROOM,2060,1.407590312,103.9109236,3,98.08490416,21.0022125,2014,7,not furnished,2 years,yes,1,1
871,1,2021-11-14,672D,EDGEFIELD PLAINS,WATERWAY BANKS,824672,PUNGGOL,4-ROOM,2650,1.407590312,103.9109236,3,101.0338505,26.22883309,2014,13,not furnished,2 years,no,1,1
872,1,2021-12-19,672D,EDGEFIELD PLAINS,WATERWAY BANKS,824672,PUNGGOL,4-ROOM,2100,1.407590312,103.9109236,3,100.5003144,20.89545702,2014,11,not furnished,1 year,yes,1,1
873,1,2022-01-26,672D,EDGEFIELD PLAINS,WATERWAY BANKS,824672,PUNGGOL,4-ROOM,2900,1.407590312,103.9109236,3,97.30740382,29.8024599,2014,13,fully furnished,flexible,yes,1,1
874,1,2022-01-09,672D,EDGEFIELD PLAINS,WATERWAY BANKS,824672,PUNGGOL,4-ROOM,2800,1.407590312,103.9109236,3,98.4510867,28.44051898,2014,9,partially furnished,flexible,no,1,1
875,1,2022-11-27,672D,EDGEFIELD PLAINS,WATERWAY BANKS,824672,PUNGGOL,4-ROOM,3000,1.407590312,103.9109236,3,99.79576733,30.06139519,2014,9,partially furnished,3 years,yes,1,1
876,1,2022-12-02,672D,EDGEFIELD PLAINS,WATERWAY BANKS,824672,PUNGGOL,4-ROOM,3300,1.407590312,103.9109236,3,97.37105238,33.89097601,2014,12,fully furnished,1 year,no,1,1
877,1,2021-01-10,673B,EDGEFIELD PLAINS,WATERWAY BANKS,822673,PUNGGOL,3-ROOM,2000,1.406977629,103.9110415,2,63.76021281,31.36752391,1979,3,partially furnished,flexible,no,1,1
878,1,2021-04-14,673B,EDGEFIELD PLAINS,WATERWAY BANKS,822673,PUNGGOL,3-ROOM,2000,1.406977629,103.9110415,2,62.52342169,31.98801259,1979,6,not furnished,3 years,no,1,1
879,1,2021-12-06,673B,EDGEFIELD PLAINS,WATERWAY BANKS,822673,PUNGGOL,3-ROOM,2100,1.406977629,103.9110415,2,63.03252898,33.31613111,1979,4,partially furnished,flexible,yes,1,1
880,1,2022-08-21,673B,EDGEFIELD PLAINS,WATERWAY BANKS,822673,PUNGGOL,4-ROOM,3100,1.406977629,103.9110415,3,93.84144599,33.03444408,1979,5,partially furnished,short term,yes,1,1
881,1,2022-10-03,673B,EDGEFIELD PLAINS,WATERWAY BANKS,822673,PUNGGOL,4-ROOM,2500,1.406977629,103.9110415,3,99.8832986,25.02920944,1979,4,partially furnished,3 years,no,1,1
882,1,2022-12-16,673B,EDGEFIELD PLAINS,WATERWAY BANKS,822673,PUNGGOL,3-ROOM,2500,1.406977629,103.9110415,2,63.30229674,39.49303783,1979,11,fully furnished,1 year,no,1,1
883,1,2023-04-24,673B,EDGEFIELD PLAINS,WATERWAY BANKS,822673,PUNGGOL,3-ROOM,2600,1.406977629,103.9110415,2,62.46143169,41.62568692,1979,12,not furnished,short term,no,1,1
884,1,2021-01-03,104,RIVERVALE WALK,RIVERVALE COURT,540104,SENGKANG,5-ROOM,1900,1.382627459,103.9009299,3,120.8127282,15.72681975,1990,11,not furnished,3 years,yes,1,1
885,1,2021-01-09,104,RIVERVALE WALK,RIVERVALE COURT,540104,SENGKANG,4-ROOM,2000,1.382627459,103.9009299,3,98.05894612,20.39589532,1990,2,fully furnished,1 year,no,1,1
886,1,2021-05-08,104,RIVERVALE WALK,RIVERVALE COURT,540104,SENGKANG,4-ROOM,1550,1.382627459,103.9009299,3,97.12969824,15.95804402,1990,9,partially furnished,flexible,no,1,1
887,1,2021-09-28,104,RIVERVALE WALK,RIVERVALE COURT,540104,SENGKANG,4-ROOM,2200,1.382627459,103.9009299,3,95.71135432,22.9857786,1990,10,fully furnished,1 year,no,1,1
888,1,2022-06-19,104,RIVERVALE WALK,RIVERVALE COURT,540104,SENGKANG,4-ROOM,2950,1.382627459,103.9009299,3,98.24545878,30.02683317,1990,13,not furnished,short term,no,1,1
889,1,2022-11-10,104,RIVERVALE WALK,RIVERVALE COURT,540104,SENGKANG,4-ROOM,3500,1.382627459,103.9009299,3,102.7984247,34.04721434,1990,12,fully furnished,short term,yes,1,1
